,Price,Price,Price,Price,Price,Median Transaction Fees (Native Units),Deposits on Exchanges,New Issuance (Native Units),Annual Issuance Rate,Realized Marketcap,Deposits on Exchanges - Inclusive,Circulating Supply,Deposits on Exchanges (Native Units),Total Issuance,Block Size (bytes),Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Supply on Exchanges,Outstanding Marketcap,Withdrawals from Exchanges,Adjusted Transaction Volume (Native Units),Miner Revenue,Supply on Exchanges (Native Units),Outstanding Supply,New Issuance,Transactions Count,Median Transaction Fees,Total Issuance (Native Units),Withdrawals from Exchanges - Inclusive (Native Units),Deposits on Exchanges - Inclusive (Native Units),Withdrawals from Exchanges (Native Units),Transactions Transfer Count,Withdrawals from Exchanges - Inclusive,Hash Rate,Median Transfer Value (Native Units),Total Fees (Native Units),Average Transaction Fees,Average Block Size (bytes),Miner Revenue (Native Units),Transaction Volume (Native Units),Volatility,Volatility,Volatility,Volatility,Adjusted NVT,Transaction Volume,Median Transfer Value,Real Volume,Adjusted Transaction Volume,Average Transfer Value,Average Difficulty,Circulating Marketcap,Marketcap Dominance,Total Fees,Average Transaction Fees (Native Units),Adjusted NVT 90-days MA,Block Count,Average Transfer Value (Native Units),Active Addresses Count
,open,high,low,close,volume,transaction_fee_median,flow_in_usd,issuance_native,issuance_rate,marketcap_realized,flow_in_usd,circulating_supply,flow_in,issuance_total_usd,block_count,sharpe_30d,sharpe_90d,sharpe_1yr,sharpe_3yr,supply_usd,marketcap_oustanding,flow_out_usd,transaction_volume_adjusted,revenue_usd,supply_usd,supply_outstanding,issuance_usd,transaction_count,transaction_fee_median_usd,issuance_total,flow_out,flow_in,flow_out,transfers_count,flow_out_usd,hash_rate,transfer_value_median,fees_total,transaction_fee_avg,block_count,revenue_native,transaction_volume,volatility_30d,volatility_90d,volatility_1yr,volatility_3yr,nvt_adjusted,transaction_volume_usd,transfer_value_median_usd,volume,adjusted_transfer_value_usd,average_transfer_value_usd,mean_difficulty,circulating_marketcap,marketcap_dominance,fees_total_usd,transaction_fee_avg_ntv,nvt_adjusted_90d_ma,block_count,transfer_value_avg,active_addresses
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-19,385.98950609160704,386.9192750475993,376.7042920098618,378.5136059262516,28039139.880725138,0.0001,21650521.027874615,3325.0,8.03628776217215,4583975276.224089,22885794.858396385,15104550.37756776,57252.01572697,1257387.7356735815,103653904,-2.6031811172596857,1.9832700758386443,1.3491001189663785,1.5295309550131158,192059695.95706165,5710926949.14657,18567226.30848066,417306.76982724,0,507877.14158444,15101811.13365166,1257387.7356735815,188008,0.0378161725014611,3325.0,52365.16238717,60518.53835158,49098.63976256,428554,19802500.13900243,749438.083305595,0.02480582,39.307912,0.07906444304839425,779352.661654135,3364.307912,8974394.41771402,0.7789963668127572,0.7829349516454005,0.6134057943824872,1.034970882386999,36.18875184,3393772473.964229,9.380611681601938,28039139.880725138,157809447.9381443,7919.124483645538,113354299801.471,5832778615.473555,93.14516966298513,14864.747808642527,0.00020907574145781,33.98190568652295,133,20.9411052462794,425484
2016-01-20,378.5235303868177,425.98234104206614,374.2752882770403,418.8274383529095,69963674.67845823,0.0001,45888085.87280858,3800.0,9.18201844154523,4596651976.0968075,48445930.06866887,15108351.09083687,109095.54195968,1598367.1118396274,131189554,-0.31412077470090805,2.496445514322135,1.4614448975942367,1.5626600008521285,219694609.32028946,6353766326.386117,39818244.96401568,553976.44403191,0,522307.74096462,15105611.13365161,1598367.1118396274,209638,0.0420622924168323,3800.0,100746.02862805,115176.62800823,94664.9425795,534659,42376089.159875974,856500.666634966,0.0121351,47.06286758,0.09442811408831493,863089.171052632,3847.06286758,3577560.52355178,0.854098003952515,0.8083922852126073,0.6217139549880231,1.0366307661878253,27.2676055,1504803968.8055062,5.104301247075017,69963674.67845823,233015191.8090713,2814.5116210622236,113354299801.471,5719202441.279873,93.20162291256555,19795.720981246166,0.000224495881376468,37.523851550817156,152,6.69129393417446,623972
2016-01-21,419.39885990833477,424.16720315607915,404.1391685218953,410.47296938096724,33008405.26426951,0.0001,33809072.55371855,3425.0,8.27402217415891,4597013485.646768,36341311.70373265,15111776.85367232,82602.4915431,1401847.224379018,114641378,-0.465202624822606,2.250210902629871,1.459106442688523,1.5539185616661173,216939657.59066328,6184105216.642783,30649168.81500496,487791.36858294,0,530028.03324532,15109036.13365142,1401847.224379018,217274,0.0409298459672706,3425.0,81068.97834786,88789.27062856,74882.1992624,512253,33181407.96501905,771977.574532831,0.020845815,49.04456984,0.09238964114814686,836798.379562044,3474.04456984,5010312.82140591,0.856358138959534,0.8088498828399855,0.6217651725590911,1.0367367736461799,30.97438189,2050713320.2798486,8.53215997012219,33008405.26426951,199652255.80263853,4003.3212500070244,113354299801.471,6337887702.163186,93.22093929939562,20073.866890822454,0.000225726823457938,36.315177187415316,137,9.78093407243278,511702
2016-01-22,410.3318252681454,410.5037687001744,373.9607954943815,382.4574467155792,51404774.91536833,0.0001,31626355.315804016,4400.0,10.6263061940314,4571544517.607797,34145222.92959284,15116177.34137966,82998.68569104,1676604.4212741076,116600132,-1.3628129788020724,1.812212821614987,1.227824886861815,1.5085965039212892,204570635.2960587,5758921327.7966585,29021025.46027329,560368.89887033,0,536865.33560411,15113436.13364037,1676604.4212741076,216124,0.0381046459380479,4400.0,82771.77834257,89609.08070136,76161.38333225,501366,31539893.074062113,991737.613998384,0.021048665,45.66005697,0.08050287355189378,662500.75,4445.66005697,7676833.16432365,0.8876130995842967,0.8224661229329666,0.621830237614145,1.0369367795718443,26.97051204,2925230096.520166,8.02051927293581,51404774.91536833,213526584.86147696,5834.520283625469,113354299801.471,6200386475.715404,93.15839000719663,17398.603043529463,0.000211267869232478,33.58276178774437,176,15.3118343970745,500516
2016-01-23,381.42410422736276,394.24251315472134,380.34407963228415,385.94,24838670.365411744,0.0001,18840468.697203103,4475.0,10.804237341794,4573905265.110544,21716915.799845494,15120652.8233242,48762.68683954,1729008.446507892,100654329,-1.385793356227594,1.7691432106484302,1.2007933966571394,1.503592923917818,207886627.99689054,5841116434.328446,18382823.917474646,427255.79076706,0,538049.80661894,15117911.13364031,1729008.446507892,188043,0.0386370602571596,4475.0,55023.00350653,56207.47452136,47578.21582471,501908,21259271.020117037,1008642.23241881,0.00943,37.93174941,0.07793809328789966,562314.687150838,4512.93174941,29499087.2510481,0.8872542574423796,0.8219209662559029,0.6213110619906521,1.036857367803688,35.38374777,11397580116.49954,3.6434747822501503,24838670.365411744,165079077.3308727,22708.504579523633,113354299801.471,5767517719.580272,92.91279436490824,14655.71287613648,0.000201718486782279,33.94758236080665,179,58.7738933251674,466284
2016-01-24,385.8630156235665,406.48314283275147,385.53,402.4111716247011,24189361.681194633,0.0001,25334414.198907655,4275.0,10.318448577543,4580030457.476983,26469326.142590445,15124928.45573806,62794.91185917,1724735.6114333712,107370042,-1.1907876687098855,1.9562653061376263,1.2763155675561317,1.5125947050512585,220698444.6619294,6100999519.862752,21710510.40259806,485873.07965042,0,547032.16230669,15122186.13364025,1724735.6114333712,204384,0.0403446926651081,4275.0,56625.59518278,65607.95087053,53812.55617142,530774,22845422.346280847,963563.249964338,0.01000497,40.97288117,0.0808790462270845,627894.98245614,4315.97288117,67259649.80877735,0.8944634555548964,0.8255608878332106,0.6225894997793059,1.0370819565762406,31.12373739,27135699002.979187,4.036474397736266,24189361.681194633,196024000.72745782,51124.7706236161,113354299801.471,5836091732.371656,92.48905267736471,16530.38298407645,0.000200470101231016,35.27595211685492,171,126.719940706925,492811
2016-01-25,402.4155306086586,402.89801647434297,387.10204174149595,391.0218255312616,27139646.009296462,0.0001,38702659.724043295,4050.0,9.77275501281148,4583060618.589399,42141088.330829374,15128979.19868119,98734.77653797,1587543.6941116317,117818208,-1.5339200881560442,1.771567165030275,1.1288145096096758,1.5152387639521854,218508504.61208138,5929274269.037929,34623157.51844003,623226.32222072,0,557439.42479274,15126236.13363995,1587543.6941116317,224278,0.0391986097311514,4050.0,97099.32670132,107506.58918737,88327.51405192,543209,38061586.12522611,912849.394703057,0.01305342,46.37826504,0.08105848595541511,727272.888888889,4096.37826504,17240502.64611909,0.8985307391549419,0.8280778452972384,0.6199441545974594,1.036990324407041,24.2708557,6758037347.941052,5.116759162368063,27139646.009296462,244296053.78910813,12440.95246570114,113354299801.471,6087980246.764719,92.47131774453872,18179.635113108627,0.000206789185921044,34.02928178718089,162,31.738249267076,528904
2016-01-26,390.87779292386296,398.5219205996285,387.80114720119934,391.3618392370852,22712545.75796019,0.0001,31807162.300698612,4000.0,9.64955197727492,4584854908.485553,34477467.18435481,15132980.09149038,81318.5141398,1564571.740502628,118913758,-0.4318509627848972,1.6304406729594114,1.0945016989494638,1.5035938743407145,224957164.85993826,5918084970.456128,24888490.20895059,519343.61840592,0,575127.77212164,15130236.13363976,1564571.740502628,228799,0.0391142935125657,4000.0,70457.09539341,88145.44272231,63630.1668109,533533,27558795.092606794,928141.002810171,0.02591073,46.66563329,0.07977715276093053,743210.9875,4046.66563329,10321390.48436737,0.8530695537215791,0.8263211985686352,0.6195923714796814,1.0368076336360907,29.13338221,4037138968.6334796,10.134798983448414,22712545.75796019,203137587.24207073,7566.802744410334,116693820226.354,5915123193.65054,91.95391752677789,18252.93277454817,0.000203959078885834,33.868576883765826,160,19.3453647372653,528008
2016-01-27,391.3331243270544,398.30175976687764,391.0569109084429,394.67676600826854,17723407.91765919,0.0001,35801503.5436559,3875.0,9.34560997676536,4586972215.316041,39437794.409852,15136856.02031458,90722.26539725,1529181.6801994438,114402139,-0.5048191976365372,1.5235907393483918,0.9831615242843472,1.4990507524450116,232021131.9130155,5972336901.073852,30741623.992532585,629905.64233868,0,587949.68433422,15134111.13363768,1529181.6801994438,230341,0.039462753037405,3875.0,87114.84175,99936.75396258,77900.35318467,523454,34377914.858728684,924867.907889316,0.03037975,49.97546215,0.0856195519145801,738078.316129032,3924.97546215,14820982.46563112,0.852166461223788,0.8244974176390399,0.6142619575720795,1.0367536628315315,24.0259971,5848767708.129107,11.988685715881045,17723407.91765919,248578108.00479293,11173.412961079863,120033340651.237,5923301108.824791,91.77497474849638,19721.693207556313,0.000216962946891782,34.08338770681279,155,28.3138202509315,531444
2016-01-28,394.5427402189318,395.2488700744781,376.0879709567879,379.84394954531643,32003289.971838385,0.0001,25750846.856827203,3650.0,8.80083909528478,4582514758.208994,28519714.655079577,15140507.07790977,67961.94033463,1382988.6340005863,115993426,-0.9716081440296724,1.1766265839142882,0.9867617441037514,1.483864218817852,216731031.87212512,5735712764.941531,31794535.75140315,604323.17700826,0,571999.10894779,15137761.13363757,1382988.6340005863,221571,0.0378900995616599,3650.0,91220.14444277,75269.56905634,83912.51572106,515432,34563403.54965553,871165.900334451,0.0207433,46.02133321,0.07869950928989904,794475.520547945,3696.02133321,4733215.64177601,0.8607278947152511,0.8261030191762107,0.6141274615213105,1.0370232044085923,25.04911562,1793420119.1369898,7.859657022373798,32003289.971838385,228978653.4426159,3479.4504786994025,120033340651.237,5974098751.486966,91.14088749563204,17437.528972872253,0.00020770467800389,32.71600380708322,146,9.18300695683623,513308
2016-01-29,379.5881590783069,386.65833888542613,362.3704126243996,378.308158956042,51268248.141716965,0.0001,38910284.96363258,4225.0,10.1844301429322,4578586475.348236,41029349.11661704,15144733.43185123,102665.66093705,1601274.9781267948,116155548,-1.4076714683533555,0.9536330919325194,1.1874686237085808,1.4669781821994266,221442124.80545545,5738812666.135164,34255819.488098666,666749.84440877,0,584280.02066049,15141986.13331554,1601274.9781267948,223009,0.037899999482291,4225.0,95975.94759356,108256.85930626,90384.74922435,505629,36374883.64108312,1008404.36408577,0.02986676,46.84508176,0.0796124180841078,687310.934911243,4271.84508176,7036162.01364111,0.8543612187729092,0.8220901591491339,0.6031412551386737,1.0366859960269512,22.71014573,2666705366.743137,11.319501885377095,51268248.141716965,252698187.57909986,5274.035640248353,120033340651.237,5750310831.168241,91.16536316702395,17754.285744518795,0.000210059153487079,32.56485192981249,169,13.9156615100026,529268
2016-01-30,378.19572724736935,381.57235294156027,375.0613555993647,378.0299734252734,18567304.713179074,0.0001,23849862.883917104,4675.0,11.265684133179,4581450678.004399,25398629.822640587,15149409.27150412,63218.17101145,1763703.4921829368,105360073,-1.2095647332077246,1.1644092449110535,1.190875002260426,1.4538218372527245,219243873.7449941,5714271472.877843,25033093.492211696,446396.12931483,0,581143.6640573,15146661.13329498,1763703.4921829368,195106,0.0377262779076564,4675.0,70459.80124517,67323.44464198,66354.52761464,524719,26581860.430935178,1115808.3791955,0.01122792,39.03216691,0.07547376175948912,563422.85026738,4714.03216691,3292646.13646555,0.8530614766497601,0.8168822096594937,0.6031234234803158,1.036491650927303,33.93098671,1242192831.9587047,4.235876302449334,18567304.713179074,168408644.314334,2367.3486798814306,120033340651.237,5731391562.266568,91.14692833358737,14725.383761846902,0.000200056210008918,32.36098810393684,187,6.27506558074998,490429
2016-01-31,378.3397050265892,384.69,365.7686221008719,368.4882316044997,19332291.740867242,0.0001,19082402.252421133,4525.0,10.9009617165915,4580006799.242204,20549248.42987349,15153935.05612211,52089.08212695,1657696.136433372,101565420,-1.6751438331329376,0.8297230030595513,1.200521717584851,1.4433120206691288,211685878.24747825,5550511097.358208,20293674.6393119,413354.74805847,0,577837.2634268,15151186.13329493,1657696.136433372,177814,0.0366341687609585,4525.0,59399.52113764,56093.12050714,55395.48275745,503602,21760520.816764254,1080007.04082559,0.01,34.98055402,0.0720687639511233,561134.917127072,4559.98055402,1637010.57609312,0.8546780396373468,0.814063214539339,0.6028627604978964,1.0366138228484278,36.65419644,599705217.0806925,3.66341687609585,19332291.740867242,151429075.98517472,1190.8316827190786,120033340651.237,5722918500.595521,91.37227044141288,12814.835193205054,0.000196725533535042,31.56234273593033,181,3.2506038023938,484082
2016-02-01,368.38200536639613,380.44247748024014,367.3124775260648,371.32432028535317,29602025.408615377,0.0001,34008194.40317899,4025.0,9.69386033014386,4572423824.701136,37289857.121765435,15157961.51966079,91611.11931115,1494174.3262396248,125945238,-1.7093238604951966,0.3494634526205898,1.2959009551410345,1.434003958511585,217110181.49542427,5625969536.4248085,31404746.76039757,892639.15022979,0,584850.41883857,15155211.13329469,1494174.3262396248,226436,0.037122343509059,4025.0,93438.09199578,100451.24740755,84597.96389938,508505,34686409.47898401,960669.246259225,0.039840005,58.04456691,0.09515935415161797,782268.559006211,4083.04456691,5509900.41690434,0.8542933130951392,0.7865483619823745,0.6007472814264526,1.0364507472071016,16.97798167,2045404159.770303,14.78954351012628,29602025.408615377,331368571.64464784,4022.3875080290295,120033340651.237,5592701360.415771,91.41785775562502,21547.50351667579,0.000256339835141055,32.016457530325354,161,10.8354891631436,616260
2016-02-02,371.21848082306377,377.02803065096987,371.1472215407095,372.7178237561618,21393733.88087508,0.0001,32510958.983887516,4500.0,10.8346391666964,4572577331.772641,34920913.5006041,15162462.80037889,87177.66199951,1678174.3404441855,143284158,-1.6341177613115017,-0.20964342962234916,1.2270170223114698,1.4353131378478174,216166720.60938558,5653475162.744131,34451119.68404034,795318.42898443,0,579647.90623885,15159711.13323951,1678174.3404441855,238194,0.0372927631209819,4500.0,98842.43246116,93639.91986144,92380.17459923,593445,36861074.20075692,1074040.15109727,0.01911259,56.64509717,0.08868620497266141,796023.1,4556.64509717,3221713.5560176,0.8546505815485651,0.7542864263962079,0.5990550314536185,1.0364474586566113,19.06118428,1201466004.882206,7.127612914984475,21393733.88087508,296596217.7786781,2024.5616778003111,120033340651.237,5631400543.386488,91.54627718730531,21124.52190725812,0.000237810764209006,32.2855857777143,180,5.42883258940188,675786
2016-02-03,372.6061846039483,375.2728249261777,367.00719665745703,368.8095233916246,23774692.73824786,0.0001,28083291.108986903,4475.0,10.7712671530726,4570478186.693453,29894085.810209125,15166938.45228073,76292.93108503,1647239.4745543543,114430890,-1.6311031979972483,-0.32048608106181486,1.1295020856215996,1.444215200703074,214137288.79107133,5581909720.258205,27313357.066388182,541243.67493531,0,581739.5601203,15164186.13323562,1647239.4745543543,187411,0.0368098206604325,4475.0,79120.60217918,81212.25606063,74201.27720358,446560,29124151.767610405,1068073.26136895,0.02026028,44.07647373,0.0865716042999379,639278.715083799,4519.07647373,1425067.59436649,0.8546339608144776,0.7540877213347298,0.5970895868262395,1.036218895078724,28.01729948,524564825.77624464,7.457772733301474,23774692.73824786,199230826.07962185,1174.6793841280992,120033340651.237,5653425077.386027,91.3280679722856,16224.470933455643,0.000235186161591369,32.19421575042195,179,3.1912119185921,542654
2016-02-04,368.8105157190516,391.85928004687145,368.6852535097986,389.1754386447991,40049518.581434764,0.0001,37925259.663067326,4200.0,10.1065465141414,4577973698.492941,41292743.84198233,15171138.99077019,97313.35270801,1636836.9412039765,110500617,-1.0142842237843555,0.24615113596655935,1.289561311222822,1.4462917802329192,231329493.7606427,5911470181.268046,33313099.751152862,624863.05638983,0,593574.01420819,15168386.13323537,1636836.9412039765,202021,0.0389723081239042,4200.0,94119.60875771,105954.0628456,85478.89862012,478151,36680583.93006786,1002437.47435745,0.0339,38.38904722,0.07405714142791825,657741.767857143,4238.38904722,2257074.963965,0.8743805003494276,0.7534666150680496,0.5973875084538781,1.0363174700504418,24.27473665,879634209.5439395,13.211612454003523,40049518.581434764,243523555.6886898,1839.6577849757475,120033340651.237,5603475371.387477,91.10839029543548,14961.09776840948,0.000190025033140119,34.02071431791382,168,4.72042297091295,459997
2016-02-05,389.3651544876825,391.71,384.9076682470025,386.15308558309107,29641381.36093072,0.0001,38023415.43138536,4700.0,11.3062035299782,4578552510.797333,40553816.3247561,15175839.59232436,98916.68136035,1806672.5457203398,121746064,-1.1060773423299075,0.3792209265463402,1.276879195111419,1.4460134003162097,226132840.21715453,5832510244.835424,40059484.85741206,649939.50067189,0,588277.24566815,15173086.13321332,1806672.5457203398,222655,0.0384398413983051,4700.0,110796.20571135,105499.43717131,104213.44990039,544083,42589885.750782795,1121775.26892382,0.02823244,42.52702496,0.07341995888725432,647585.446808511,4742.52702496,3276320.5340832,0.8746697609791596,0.7505517453961086,0.5974805347111495,1.036320965787674,23.34538233,1259412417.0016847,10.852505158871649,29641381.36093072,249835713.2432106,2314.7431862449016,120033340651.237,5907155564.98432,91.31707335791752,16347.320946041624,0.000190999640520087,33.39742481288925,188,6.02172928410408,503467
2016-02-06,386.1916744148054,386.2402861332465,370.3813651275243,374.88984565127265,33257929.574022274,0.0001,25323897.004865844,5000.0,12.0239138451486,4577587345.369511,30301631.083539125,15180840.08657807,67596.80713363,1873157.77761543,122039130,-1.3758812219757284,0.0862722997535337,1.31211753476614,1.4338650400315263,207643425.28620583,5686190017.949058,38067691.34215565,511260.48418799,0,554260.37189067,15178086.13321324,1873157.77761543,228552,0.0374631555523086,5000.0,114900.69319101,80883.81941353,101613.68091111,611004,43045425.42082893,1193377.94566364,0.01608227,40.92346481,0.06707979487890958,610195.65,5040.92346481,3005128.88936788,0.878815435635014,0.7509493583645485,0.5961797343712089,1.0364855548346033,29.68757923,1125816110.3712528,6.02492582644226,33257929.574022274,191534310.46883282,1842.567496074088,120033340651.237,5862117636.516536,91.16001109755794,15331.22127916457,0.000179055378250901,32.492992755869,200,4.91834568901002,497975
2016-02-07,374.8645961105951,380.4036284147123,372.5937865222462,374.93497307492316,17509797.506931186,0.0001,17885276.304316357,4400.0,10.577977716619,4579300590.121512,19705103.03640605,15185240.62881707,47674.50229259,1650677.2374050245,122586849,-2.440878516533433,0.22828389388733633,1.2605512499733238,1.4251612623438188,208582876.76799607,5695769151.6617,17235349.41713224,454700.16981132,0,555992.79918706,15182486.13321261,1650677.2374050245,210537,0.0375153917592051,4400.0,50792.95525295,52525.38254934,45942.0749962,649462,19055176.149221938,1234537.96602865,0.006220085,38.74329552,0.06903631710699093,696516.1875,4438.74329552,2736927.96330175,0.8413901900873417,0.748716362504881,0.5955706051691678,1.036420355644934,33.39010438,1026769247.5998847,2.3334892555055524,17509797.506931186,170582550.03448755,1580.953539390888,141106059447.835,5699948313.03031,90.87877443197401,14534.699094754558,0.000184021314638282,32.69687380936005,176,4.21414642165631,516141
2016-02-08,376.1459131009587,378.4981877778616,371.6885374656062,372.29213793595807,24960982.272809606,0.0001,25414619.792895038,3700.0,8.89295039685071,4578004949.194041,27464605.939912543,15188941.37225972,68537.31461704,1372013.0962109878,121808524,-2.4316667122755207,0.0977555101632727,1.2056237834585768,1.407456014944939,208731305.41485062,5631255744.936521,22853422.995247707,534082.01029761,0,562899.75086082,15186186.13321241,1372013.0962109878,228610,0.0370814350327294,3700.0,67158.69847077,74065.65014453,61630.36294328,557241,24903409.14226521,1060281.98712231,0.0263,42.89627501,0.0695794337487164,823030.567567568,3742.89627501,2453471.9584259,0.8413720273661172,0.7481139966873124,0.5951554908675362,1.0361129665692803,28.43418397,909782610.3099338,9.752417413607832,24960982.272809606,198045273.67000338,1632.6555481558871,144116447847.349,5691206712.726511,90.46352896392372,15906.554349294087,0.000187639538996544,32.4124982323465,148,4.402892031322,479473
2016-02-09,373.3057871030581,376.8776044664246,372.14444130350597,374.382737440691,22245838.948785037,0.0001,31749912.468244243,4400.0,10.572337274654,4577345659.863391,33971388.29947579,15193341.86070405,85003.81614659,1643451.09658796,123751577,-2.2200482538033937,0.7351042553831589,1.2486969716733463,1.4004723274115218,212990860.32249424,5673860326.918467,29008645.968773674,656323.19447774,0,570238.92427627,15190586.13321208,1643451.09658796,232957,0.03735116128609,4400.0,83612.18426597,90951.35768142,77664.64273114,561547,31230121.80000522,1260875.87657788,0.02491941,42.22613213,0.06770327020331555,703133.960227273,4442.22613213,2031023.41784965,0.8416479012172895,0.7148845350193095,0.5946875400298699,1.0360383890411131,23.14497836,758610832.5592804,9.30768902064204,22245838.948785037,245144334.9273988,1350.930256166057,144116447847.349,5654586361.759329,90.25715784306378,15771.95071675377,0.000181261486583361,32.55303345494951,176,3.6168360223626,515267
2016-02-10,374.56868937266296,385.40369728608846,373.67757117523803,380.8311736436722,36893246.42829208,0.0001,49702014.750746,4100.0,9.8488378560785,4580776718.649649,53363780.25653149,15197442.54400049,131111.30193219,1554238.7076855625,119291465,-1.9349997845259481,1.2729427349599376,1.301638275369606,1.3926337572901286,224035274.50362855,5760041302.285284,41834400.91520407,760846.77022609,0,590993.27595096,15194686.13321104,1554238.7076855625,229228,0.0379082611630625,4100.0,120016.49515204,140770.84682673,110356.9502575,526521,45496166.420989566,1174907.06681121,0.0402,43.85828562,0.07253002885542573,727386.981707317,4143.85828562,2386693.69906589,0.8448115085951974,0.6990085138075489,0.594617839450009,1.0358338446627617,19.97075722,904754080.6042546,15.239120987551125,36893246.42829208,288423780.70803225,1718.3627635065916,144116447847.349,5687169601.757705,89.31891118799797,16625.913454471483,0.000191330403004869,32.87304444475776,164,4.53295063077425,487454
2016-02-11,380.9126684528696,383.51,374.4243294875775,378.8857779468351,28494390.83723896,0.0001,36155268.107401334,4800.0,11.5267054731108,4583170000.017327,39407615.871463075,15202243.13381318,95740.25007986,1812667.9925189952,123085188,-2.104221920177432,0.798217741486643,1.2846848947726384,1.3873020720162197,227120150.15950274,5739921253.413235,32217325.26253425,620560.267116,0,601421.06842778,15199486.13319756,1812667.9925189952,221125,0.0377639165108124,4800.0,93924.77344462,104352.56592144,85312.45760304,526264,35469673.026595995,1375500.95626678,0.03636867,44.20853371,0.07549971175081409,641068.6875,4844.20853371,2495009.76314411,0.8445804935514649,0.6832547974124235,0.5947258928660497,1.0358606184984027,24.4931668,942213403.8903599,13.734234174892876,28494390.83723896,234347861.17296067,1790.3816409451533,144116447847.349,5780853295.525892,88.97749659927754,16694.873760898754,0.00019992553401922,32.6259395269719,192,4.740985062904,496667
2016-02-12,378.878235787054,385.28078415067625,378.4372604244074,384.3012949328745,25587221.75034978,0.0001,35211357.00008189,4275.0,10.2630854716136,4586158561.3474655,39632677.26189608,15206518.67263085,92105.32981906,1634308.8013588563,104481600,-1.3448194720004512,0.8907217842140078,1.322630774591435,1.384203279078651,230629474.71126944,5812313598.536132,34501822.74592772,551085.02047996,0,603277.0572923,15203761.13319725,1634308.8013588563,201608,0.0382294456458212,4275.0,101814.56296371,103670.55182823,90249.34095454,484196,38923143.00774191,1225055.5391751,0.03549246,39.02699643,0.07400402953951933,611003.50877193,4314.02699643,2465838.96732092,0.8407457304295248,0.6840892062873506,0.5949130573991135,1.0357985923334003,27.5887759,942676567.7254299,13.56857070406483,25587221.75034978,210676748.36664894,1946.8904487551101,144116447847.349,5728292480.174854,87.281820255233,14919.80438740343,0.000193578610124598,32.85109305367581,171,5.09264629885608,470121
2016-02-13,384.28132268120265,393.05744005719805,384.2064539520263,393.05744005719805,25893431.12128871,0.0001,28680878.710727755,3900.0,9.3604137252416,4589715214.007768,32008513.34870062,15210419.14317545,73616.51464748,1519433.8866417282,98627677,-1.0291973081912464,1.0910609983730104,1.3337623536854515,1.380686775143193,235277246.8875792,5924880939.0625105,28439427.69069316,502708.60653802,0,603896.80059697,15207661.13319695,1519433.8866417282,184733,0.0389598432472238,3900.0,81537.96237599,82157.70568066,72996.77134281,471854,31767062.328666024,1117594.52696676,0.02578715,34.98352231,0.07377959246227561,632228.698717949,3934.98352231,2421025.54125746,0.8446140260323532,0.6844586329534552,0.59508843020548,1.0357168284679845,30.25144375,943227755.8491579,10.046633217926471,25893431.12128871,195854485.09751564,1998.982218756559,144116447847.349,5841306178.861525,87.54980415651549,13629.525454333567,0.000189373432521531,33.32979357707265,156,5.13087849474087,448353
