,Price,Price,Price,Price,Price,Median Transaction Fees (Native Units),Deposits on Exchanges,New Issuance (Native Units),Annual Issuance Rate,Realized Marketcap,Deposits on Exchanges - Inclusive,Circulating Supply,Deposits on Exchanges (Native Units),Total Issuance,Block Size (bytes),Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Sharpe Ratio,Supply on Exchanges,Outstanding Marketcap,Withdrawals from Exchanges,Adjusted Transaction Volume (Native Units),Miner Revenue,Supply on Exchanges (Native Units),Outstanding Supply,New Issuance,Transactions Count,Median Transaction Fees,Total Issuance (Native Units),Withdrawals from Exchanges - Inclusive (Native Units),Deposits on Exchanges - Inclusive (Native Units),Withdrawals from Exchanges (Native Units),Transactions Transfer Count,Withdrawals from Exchanges - Inclusive,Hash Rate,Median Transfer Value (Native Units),Total Fees (Native Units),Average Transaction Fees,Average Block Size (bytes),Miner Revenue (Native Units),Transaction Volume (Native Units),Volatility,Volatility,Volatility,Volatility,Adjusted NVT,Transaction Volume,Median Transfer Value,Real Volume,Adjusted Transaction Volume,Average Transfer Value,Average Difficulty,Circulating Marketcap,Marketcap Dominance,Total Fees,Average Transaction Fees (Native Units),Adjusted NVT 90-days MA,Block Count,Average Transfer Value (Native Units),Active Addresses Count
,open,high,low,close,volume,transaction_fee_median,flow_in_usd,issuance_native,issuance_rate,marketcap_realized,flow_in_usd,circulating_supply,flow_in,issuance_total_usd,block_count,sharpe_30d,sharpe_90d,sharpe_1yr,sharpe_3yr,supply_usd,marketcap_oustanding,flow_out_usd,transaction_volume_adjusted,revenue_usd,supply_usd,supply_outstanding,issuance_usd,transaction_count,transaction_fee_median_usd,issuance_total,flow_out,flow_in,flow_out,transfers_count,flow_out_usd,hash_rate,transfer_value_median,fees_total,transaction_fee_avg,block_count,revenue_native,transaction_volume,volatility_30d,volatility_90d,volatility_1yr,volatility_3yr,nvt_adjusted,transaction_volume_usd,transfer_value_median_usd,volume,adjusted_transfer_value_usd,average_transfer_value_usd,mean_difficulty,circulating_marketcap,marketcap_dominance,fees_total_usd,transaction_fee_avg_ntv,nvt_adjusted_90d_ma,block_count,transfer_value_avg,active_addresses
timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-07,4059.300021884328,4137.911513395058,3976.5596089917553,4012.698617890597,584741046.0465603,2.18e-05,128570163.90309115,1762.5,3.68265183766071,79050037992.3062,179458252.42620867,17474516.04107014,32134.36054607,7051794.715327289,141045778,2.720773057195518,-2.632608282634589,-1.755555014631401,1.152230411859493,6142547130.288023,69892707335.84886,105313104.73240982,301116.75616676,0,1535245.95569997,17468729.82727154,7051794.715327289,288254,0.08722219846475739,1762.5,39040.35982705,44853.14486165,26321.57551147,602831,156201193.25552735,39381569.9566843,0.01402083,24.30263189,0.3373249786655285,1000324.66666667,1786.80263189,753578.77934543,0.8153405234914911,0.7895274934372919,0.8087499402195366,0.7927305703896191,58.0131443,3015082470.22462,56.097597105533225,584741046.0465603,1204773645.295463,5001.538524436552,5618595848853.26,72050012030.92,55.041620125391866,97235.2744002533,8.43097819631297e-05,53.63305022071909,141,1.25006640226768,613474
2019-01-08,4013.3653658950498,4144.628841970326,3955.9790849457113,4001.413809199252,753619474.9103773,2.034e-05,115554476.57322335,2112.5,4.41342486845981,79016171756.35587,180469590.1079857,17476628.88215884,28941.99694566,8434415.642405756,145383987,2.247661196267127,-2.68873054886905,-1.7135730031586986,1.1496092748053506,6136813878.174589,69754483224.10101,108398588.31390096,254613.86151949,0,1537038.23326711,17470842.32724424,8434415.642405756,317666,0.08120994753445353,2112.5,43408.48384499,45200.76141213,27149.71937852,612637,173313701.8486633,47202023.5651039,0.015118415,20.662824,0.2597031536072099,860260.278106509,2133.162824,670436.85516538,0.8169094651785791,0.7896802220921046,0.807485183414831,0.7927651924663448,68.61701175,2676801466.7229366,60.362128267162994,753619474.9103773,1016577105.9755359,4369.310810027703,5618595848853.26,71315969850.30226,55.32397710572346,82498.86199378797,6.50457524569831e-05,53.71901651555721,169,1.09434600777521,607366
2019-01-09,4000.844719481242,4091.3040720847202,3973.4005849139126,4012.1407292429058,573950698.0007267,2.629e-05,108842870.95995069,2050.0,4.2823476845611,79019985305.1337,167263802.7174624,17478679.20149096,27181.77570204,8208731.023085924,145905681,1.8700706987390878,-2.6213274725303086,-1.6168168840650634,1.1567566434234957,6144824318.855265,69965986980.18709,118717785.80659063,321723.74645825,0,1534572.1303605,17472892.32720693,8208731.023085924,320698,0.1052719700472824,2050.0,44237.57703659,41771.47412998,29647.87860865,633976,177138717.56410232,45805513.9921718,0.0145584,24.57361448,0.3068279746682571,889668.786585366,2074.57361448,727030.54116658,0.8113342100567549,0.7899785922071929,0.8040601252086358,0.7927250961342369,54.31023516,2911218613.661001,58.29560474463127,573950698.0007267,1288265218.7391546,4592.001296044343,5618595848853.26,70332911516.914,55.02617937640094,98399.11782016071,7.66254060829815e-05,54.1319626951997,164,1.14677928055097,619701
2019-01-10,4008.917716081457,4077.8532523051927,3583.573565821554,3637.421696874916,1102596449.270663,2.741e-05,141123417.2148513,1950.0,4.07299812309593,78290426948.98228,237048674.4000852,17480629.51576283,38899.4412775,7074411.727556979,149358072,0.9341972246573604,-2.755172315333691,-1.6906313957162837,1.1139466701829348,5570092207.863306,63397040767.49162,138310735.4050928,453318.18214462,0,1535347.42161301,17474842.32717963,7074411.727556979,322365,0.09944083356530092,1950.0,64565.11200386,65340.40325637,38124.15002499,654062,234235992.5903267,43571098.6754805,0.014749285,25.31026548,0.2848423354149719,957423.538461538,1975.31026548,955731.50298546,0.8710934204520859,0.8033022507356986,0.8091500001849337,0.7948414420705424,38.54873468,3467301616.982562,53.508981936964226,1102596449.270663,1644594596.9634414,5301.181871110927,5618595848853.26,70699990299.6306,54.81389949789255,91823.19945604747,7.8514309804104e-05,49.042876734576296,156,1.4612246285298,634499
2019-01-11,3636.056447206758,3704.2770676525874,3569.8590910011444,3640.9895313522798,648663158.7186245,2.996e-05,121892730.18982226,1850.0,3.86371738633237,78218439361.09499,192936131.48277596,17482479.81347748,33633.36121846,6704698.629032725,146198953,1.2192006895247898,-2.781348035821608,-1.7253619611244677,1.1133295752596306,5544147611.742984,63338354100.478355,142092011.84017703,329528.26236001,0,1529773.91665466,17476692.32715233,6704698.629032725,308638,0.10857987617611915,1850.0,58809.58058113,53236.07562278,39206.86617681,646270,213135413.13313073,41336683.3587892,0.013588155,24.37337421,0.2862027440363328,987830.763513513,1874.37337421,774748.21262377,0.8678167229036005,0.8030516632714474,0.808528082492903,0.7948416980155448,53.03548837,2807812583.2562943,49.245667134910356,648663158.7186245,1194263615.606862,4344.643234648518,5618595848853.26,63813692174.94387,55.693477777812895,88333.04251388571,7.89707495836546e-05,48.873210120381465,148,1.19879959246719,623617
2019-01-12,3637.782587895739,3703.3620052375363,3577.422140816305,3628.350605251655,370616908.27687293,1.956e-05,52615390.68990614,1725.0,3.6022998433725,78188216816.93358,81265465.09964639,17484204.97700273,14546.60478998,6239363.085096428,125924334,0.9007204574909198,-2.777005889166762,-1.5999952965643662,1.1307635030082086,5530408127.176289,63219821366.34437,55433294.88664133,205384.17212691,0,1528994.84919648,17478417.32715233,6239363.085096428,288972,0.07074895185187602,1725.0,23246.57341752,22467.50595934,15325.67224816,565546,84083369.29638156,38543664.212925,0.01345,17.34751923,0.21713647017335502,912495.173913043,1742.34751923,550252.83534597,0.863448835853785,0.8030927938977401,0.8017758086298544,0.7945255294070842,85.101092,1990276654.1027758,48.64894695336056,370616908.27687293,742879085.1198453,3519.2126796101034,5618595848853.26,63823136974.105515,55.889803966400464,62746.36005893473,6.00318343299697e-05,48.870844331957095,138,0.972958583998419,521168
2019-01-13,3647.1659549576625,3673.0469712905374,3495.141884256363,3518.8463077533916,447443632.3292549,1.355e-05,47794856.05269696,1712.5,3.57584586716899,78146472667.95901,81935413.01327425,17485917.6316462,13621.9292723,6008597.560162179,116183814,1.1586058302963265,-2.937763659166724,-1.6992888904263164,1.1147185372248265,5366705144.063418,61332009010.65437,45828234.840378,167509.60898593,0,1529555.35250734,17480129.82715233,6008597.560162179,273864,0.04754247996507884,1712.5,22791.76706177,23352.27037263,13061.42596144,531588,79968791.8009553,38264362.2983386,0.0121639,13.97802989,0.17908266747548193,848057.03649635,1726.47802989,483444.66596253,0.851340230903268,0.8056666066600134,0.8013171124555917,0.7948734540621901,104.35299762,1696247848.3946729,42.679112328208305,447443632.3292549,587735957.8724552,3190.9069587625627,5618595848853.26,64425473514.06308,55.97961321874069,49044.29564550541,5.10400413708994e-05,48.15920135364528,137,0.90943487430591,477843
2019-01-14,3553.692571270285,3718.1970195971753,3499.045574110447,3670.74873268123,635686128.5454124,1.62e-05,122532057.32711965,1862.5,3.88864431055266,78129048337.385,189365738.7912089,17487780.34041638,33415.29552612,6829685.423352577,143122826,1.9839622043358853,-3.0009530227783023,-1.6850980645014118,1.1346458360762133,5614426968.575466,64105507741.0617,116900737.19744764,274339.18632214,0,1531091.05043358,17481992.32712503,6829685.423352577,328198,0.05940451213869087,1862.5,50105.58079103,51641.27871727,31879.59759988,637600,183734418.6615369,43489353.9009638,0.01558895,20.10803157,0.224666359092107,960555.879194631,1882.60803157,702174.31117651,0.8572784942993216,0.802867288076614,0.801835400126475,0.7951661978398725,63.72400736,2574834715.5408573,57.163825278052165,635686128.5454124,1005986760.7402557,4038.3229541105184,5871520323071.41,61955279572.33055,56.48971363524561,73735.04972131137,6.12679893539875e-05,50.627971926815405,149,1.10127715052778,604549
2019-01-15,3671.010337344625,3715.1986470043544,3549.963179098164,3585.8467988455686,599908346.6316612,2.157e-05,134340416.36226654,1650.0,3.44464836750051,78179369756.56715,206686878.3570463,17489430.60806787,37511.70758195,5909133.475555233,141666867,1.7195925236440226,-3.085852258550212,-1.6580594804324031,1.2042800043035222,5485388553.617111,62614046151.32581,132237547.73915115,428538.18020561,0,1531678.23182701,17483642.32709773,5909133.475555233,303591,0.07724849034407659,1650.0,57125.73890189,57712.92029532,36924.52618852,611876,204584009.73393092,38609293.9848548,0.01641366,21.69496074,0.2559233026323206,1073233.84090909,1671.69496074,975900.65512324,0.8605612456863031,0.803082550707455,0.8011043616299498,0.7894639745769629,40.79833054,3494986200.003042,58.78212591659509,599908346.6316612,1534720791.6402977,5711.919081648948,5883988430955.41,64221540741.31119,55.51013692690417,77696.01136944881,7.14611458837713e-05,49.476765395490304,132,1.59493206977106,621686
2019-01-16,3587.6647815253045,3677.3898152430816,3577.0350247038978,3614.7998470383127,555072163.5571456,2.901e-05,113819680.82302012,1662.5,3.4704141906668,78161320922.57224,190035656.52218193,17491093.42983221,31555.33807368,5996615.1820791885,145587523,1.7166370408478102,-3.0400850850003436,-1.6493198150665702,1.1738873824995524,5537247136.180513,63069259783.033424,101315365.11411878,307001.49982176,0,1535144.92499221,17485304.82707043,5996615.1820791885,300170,0.10463868056067203,1662.5,49218.74176354,52685.43492874,28088.64490848,630417,177531340.81328058,38901788.6362552,0.01746851,24.64584824,0.2961563239100924,1094643.03007519,1687.14584824,728088.63262978,0.8605582416668619,0.8034049118283454,0.8011485795089112,0.7881449126237134,56.95511207,2626205923.8057237,63.0086810672494,555072163.5571456,1107350288.5727804,4165.823453056811,5883988430955.41,63124909866.38632,55.98058739353055,88897.24374809243,8.21063005630143e-05,50.15876037715264,133,1.15493178741972,639811
2019-01-17,3611.966766631849,3670.648391981407,3551.9744203454384,3644.4292401976422,560998023.6898686,2.972e-05,103819701.41190791,1587.5,3.31355331275135,78120040382.85081,162425582.42180055,17492681.18044515,28520.88420118,5778704.994867759,141279195,0.6620920223315613,-2.88070796252421,-1.4504512523116864,1.1874343330425456,5582306023.950768,63654546163.778786,109639438.65696624,275599.3179541,0,1533546.15279589,17486892.32704313,5778704.994867759,301704,0.1081846377621857,1587.5,46219.6020057,44620.82980938,30119.6563975,627707,168245319.66685888,37146820.7278527,0.0151707,24.00866647,0.28967016083616837,1112434.60629921,1611.50866647,664907.22056211,0.8019711616585151,0.8041662975793096,0.7836036920718996,0.7880851497119892,63.45041946,2420348142.731278,55.22330700197815,560998023.6898686,1003217105.6652002,3855.8565425131274,5883988430955.41,63427158781.63982,55.644571999777526,87394.64620491533,7.9576891489672e-05,50.873482288813086,127,1.05926367009148,619396
2019-01-18,3644.056456912214,3675.182174078148,3582.517067545067,3613.843223153125,437967241.40039515,2e-05,85656390.15071563,1725.0,3.6001988506397,78086824081.3934,129387265.6890905,17494406.42663677,23731.30040113,6226261.119805672,140862775,-0.25972424268592204,-2.887437301156633,-1.4523204051968475,1.1762623767195455,5529602007.377658,63123882957.88896,91276867.74732867,278626.34554863,0,1531988.98651783,17488617.32701583,6226261.119805672,301071,0.0721885347223846,1725.0,37404.20658347,35847.04030541,25288.46667919,616148,135007743.28570354,40364261.8932572,0.01541977,20.18583816,0.2420004050396079,1020744.74637681,1745.18583816,599312.41714853,0.7862514063093143,0.804212828325438,0.7836225984180428,0.7881206040329203,62.76727814,2163174261.744145,55.65653010280922,437967241.40039515,1005681381.0104203,3510.803024182738,5883988430955.41,64331075473.77921,55.65001146868966,72859.3039456798,6.70467702302779e-05,50.57365989404851,138,0.97267607319756,606378
2019-01-19,3613.590125085769,3780.6066378979785,3605.670874747153,3693.8303603200484,451784848.5716563,1.26e-05,61273876.45722091,1662.5,3.46942705320647,78061881523.59225,103574769.36893333,17496069.46013948,16617.53691536,6130139.510385009,126013200,-0.014591891045207032,-2.722784326121609,-1.4252957340323942,1.1952886708805137,5652626728.410023,64491943106.93511,57553142.46983694,178401.80916622,0,1532998.05331697,17490279.82701583,6130139.510385009,278030,0.046460004710286384,1662.5,27080.51481383,28089.58161297,15608.47011622,549525,99854035.38154936,38901788.6362552,0.01296677,17.39761572,0.23073144107977156,947467.669172932,1679.89761572,431035.0369538,0.7904951752549497,0.8066741390380534,0.7840950260813286,0.788123870778115,98.03869091,1589356337.077144,47.81239645057144,451784848.5716563,657821340.808428,2892.2366354163046,5883988430955.41,63468642236.26098,55.83337635942731,64150.26256340893,6.25745988562385e-05,51.68990985370912,133,0.78437748410682,519467
2019-01-20,3694.9004313874916,3753.4216182822156,3491.011317013459,3547.9558208231324,535608150.1500499,1.026e-05,53158044.28498086,1962.5,4.09502959431161,78029577597.2579,84877931.47327518,17498032.18513097,15023.55315186,6943940.681326722,127922633,-2.400150872295749,-2.925948666321014,-1.5184706543502928,1.1356163327224358,5426450137.824886,61893041071.17983,50935955.79633776,169849.39781743,0,1533626.06108073,17492242.32701583,6943940.681326722,298153,0.03630309879766225,1962.5,23360.23582309,23988.24358685,14395.5453881,557663,82655842.98463207,45921660.2698651,0.01312641,14.55515962,0.17273252666735092,814793.840764331,1977.05515962,478052.91457081,0.7146248630176684,0.8095456061343358,0.7842177973738073,0.7862439007599503,102.98677859,1691501187.9312384,46.445356636317904,535608150.1500499,600980455.1354386,3033.1960125223272,5883988430955.4,64765796814.408394,55.80597713849037,51500.72102345069,4.88177533682371e-05,50.04115181218324,157,0.857243379192828,518578
2019-01-21,3561.431209480776,3580.157405108246,3498.8863607552034,3539.5178615331733,405805541.91880876,1.348e-05,90396534.8705745,1875.0,3.91202932509852,78001068155.92543,132918514.04355535,17499907.44999735,25567.35399149,6629293.861959375,142903441,-1.4809885034183317,-2.9480096267826044,-1.5338436848585637,1.1420317825717372,5407229321.340797,61852610462.07104,105491391.2702661,272013.53863464,0,1529356.6990131,17494117.32701583,6629293.861959375,317864,0.0476602033382466,1875.0,41863.44358237,37594.08151474,29836.71605912,624172,148013370.44324696,43874197.7100622,0.0145,20.19668429,0.2246491249014309,952689.606666667,1895.19668429,615516.49988054,0.681512239642102,0.8094970008335899,0.7841751495805722,0.7861414249450501,64.31340666,2176234535.7828174,51.2665391991525,405805541.91880876,961737430.421583,3486.5942973776732,5883988430955.41,62464173752.29984,55.84098628278639,71407.86943766844,6.35387596267586e-05,50.282795961774326,150,0.986132828580167,604061
2019-01-22,3539.3371799716915,3622.298961098999,3436.5554661690862,3586.5290810146716,530891826.6752731,1.932e-05,100321495.35519858,1625.0,3.39011051325404,77846741806.14018,140893452.50998935,17501532.92374919,28043.84904671,5813126.06841759,136735044,-2.0092868226398557,-2.865737533718692,-1.400331414746555,1.180707975495196,5463450132.852052,62587665112.30323,107851851.698301,286545.62779331,0,1527251.66483467,17495742.32701583,5813126.06841759,293737,0.0691135973180479,1625.0,41490.35932605,39385.32514762,30148.88322514,590852,148423808.85309178,38024304.6820539,0.01609766,20.7819068,0.25309473685749695,1051808.03076923,1645.7819068,668900.48253991,0.6648633222247384,0.8107290845267306,0.7790664082509978,0.7850657287032395,61.05743948,2392863281.372219,57.586293530168064,530891826.6752731,1025062066.9023842,4049.852215736278,5883988430955.41,62062629000.758026,55.76333874522354,74343.28872031064,7.0750047831904e-05,51.09650063002922,130,1.13209480976608,594573
2019-01-23,3585.3679722519364,3635.5987206560258,3527.3723392727607,3563.3542391414317,423078590.6002221,2.338e-05,92007506.4898027,1825.0,3.80695777619052,77808824375.12779,132991616.95739631,17503359.01310046,25903.78854845,6482206.223611927,151032386,-1.9664245448737112,-2.874864870112777,-1.3345577865727787,1.1722211153536963,5424250927.883087,62149501274.10998,92392330.2850578,282255.37465349,0,1527143.32156355,17497567.32701583,6482206.223611927,294680,0.0830432775386558,1825.0,37550.79612971,37442.45285859,26012.13181957,640715,133376440.7526514,42704219.1044605,0.015,22.83135483,0.27519529031262757,1034468.39726027,1847.83135483,689846.02810294,0.6646111919011208,0.8107370401625897,0.7768021015599258,0.785071726388061,61.99197216,2450259844.7686825,53.2784073173583,423078590.6002221,1002541121.2201474,3824.258593553587,5883988430955.41,63213333827.677155,55.66145018394967,81094.54814932506,7.74784675919642e-05,50.99167487110349,146,1.07668156372637,685141
2019-01-24,3563.1036572682365,3613.4895596306424,3533.3999618688526,3580.4940805104347,376183093.7631521,2.464e-05,84768321.32296652,2025.0,4.22366982149049,77789674747.57195,125751456.54250427,17505384.85036973,23760.67503828,7224367.590670653,145691587,-2.0591756763165554,-2.807871150286457,-1.3243214880521392,1.1585329459436395,5433000256.205007,62431351929.499405,99987679.24775815,294516.44602945,0,1522877.314967,17499592.32701504,7224367.590670653,304938,0.08790539132549377,2025.0,39514.30982899,35248.30323244,28026.68163483,617467,140970814.46729589,47384133.5268671,0.01463536,22.80567337,0.2668124928332304,899330.783950617,2047.80567258,646988.62830201,0.6632280682530585,0.8113349244461906,0.7768864622676648,0.7847358893406073,59.418048,2308189470.5370383,52.21294837619637,376183093.7631521,1050713613.6368697,3738.1584287695464,5883988430955.4,62702429830.86714,55.67031261954642,81361.26793957964,7.47879023604798e-05,51.444611319818236,162,1.04781086001683,619376
2019-01-25,3576.5441894069654,3624.866940846558,3524.0422356284653,3566.822591069449,365100368.3530349,2.724e-05,84982325.45464729,1725.0,3.59758633156209,77742785221.45769,122483846.43857516,17507110.47024199,23862.38745764,6143329.608971357,140598234,-1.2167682427216597,-2.8012615287820193,-1.3858137355544686,1.1726567706085098,5422288804.281855,62328325177.42316,86193405.15399286,284240.79693092,0,1522537.25304385,17501317.32701504,6143329.608971357,301170,0.09701118756427812,1725.0,34732.58984449,34392.52792134,24202.44938079,647713,123694926.13792075,40364261.8932572,0.01446787,24.88866124,0.2943096792525572,1018827.7826087,1749.88866124,666560.28544322,0.6480184440873015,0.8113980283656521,0.775138878704501,0.7845353081990649,61.5721512,2373854804.479845,51.52515602883967,365100368.3530349,1012281103.6888902,3664.9794036553944,5883988430955.41,62640632653.85464,55.580634787573636,88637.24610049263,8.26399084902215e-05,51.34084306053003,138,1.02909820467278,629078
2019-01-26,3567.1936333275075,3685.40608590079,3549.099580923264,3566.012392032563,377669132.5421266,2.004e-05,48976679.03871642,1875.0,3.91000102846217,77709732812.96083,68433941.24134485,17508985.87135843,13768.94277421,6669449.8411017,147614560,-1.1175126384183618,-2.7529645449839,-1.3530228272972626,1.17428570513784,5412206308.829413,62259553751.56424,52496151.74782222,182607.73142075,0,1521547.81441146,17503192.32701504,6669449.8411017,291468,0.07128307990169497,1875.0,20228.45277667,19239.01414428,14758.3814066,608410,71953413.95045066,43874197.7100622,0.015320685,19.84461392,0.24218124739679803,984097.066666667,1894.84461392,497714.20839738,0.6484388604724453,0.8116958163824951,0.774972062110125,0.7845360655236969,95.85132125,1770389305.6586478,54.496288074036904,377669132.5421266,649542989.4976336,2909.8622732345743,5883988430955.41,62934329198.64563,55.78504483124039,70588.08381624991,6.80850519439527e-05,51.37948871430812,150,0.818057244945645,585285
2019-01-27,3589.9395082469323,3619.582924539413,3482.0877191880504,3542.3034972049772,399124038.44805676,1.515e-05,49474716.574124396,1712.5,3.57078490958346,77680637317.54419,69540158.64417095,17510698.66194704,13985.33439411,6058164.198695929,118567329,-0.26583265180055604,-2.811998922745103,-1.359763435275039,1.1656322621673811,5386758349.49866,61925598671.300476,45365415.75957775,162801.16091418,0,1522709.41674083,17504904.82701504,6058164.198695929,269916,0.053594854078974206,1712.5,18495.75884017,19657.36116954,12823.73206474,527715,65430857.82962431,40071767.2418568,0.01342886,15.57255856,0.20409943542378695,865454.95620438,1728.07255856,405185.07124957,0.6182736629947178,0.8116590855579533,0.7750129188459789,0.7845696651478029,107.52321868,1433388433.5709221,47.506124894189675,399124038.44805676,575927687.3322163,2716.216960993949,5883988430955.41,63278029431.643265,55.87759327903517,55089.70321184691,5.76940920879088e-05,51.529177153267334,137,0.767810411395488,487233
2019-01-28,3541.998439846007,3548.873306941334,3382.462004194174,3440.1053233090943,686651432.4975717,2.888e-05,139848716.24032575,1812.5,3.77890661991284,77572597611.66846,198878452.9968985,17512511.61981945,40712.24986205,6226032.681673738,151943680,-2.5272467055591337,-2.851537163801753,-1.4434439963484624,1.166564630992279,5231581874.135566,60136493366.521126,138853652.2127671,348566.44253768,0,1522999.09616305,17506717.32701504,6226032.681673738,314000,0.09920431660509658,1812.5,57607.09280609,57896.77222831,40422.57043983,657183,197883388.96933982,42053315.6218028,0.01643675,24.94335531,0.2728717686811511,1047887.44827586,1837.44335531,888232.76987171,0.5717315698256984,0.8127080400196308,0.7749708825718993,0.7845357088466282,50.22490748,3051126209.1888857,56.461099409931485,686651432.4975717,1197344034.7444673,4642.734533895267,5834264600013.22,62620420479.07935,56.20659346062589,85681.73536588148,7.94374372929936e-05,50.12901775347775,145,1.35157599918396,650793
2019-01-29,3440.234683080708,3469.7617203437235,3350.3290326288325,3403.2182575885977,515086218.93109447,2.59e-05,99028781.6794528,1825.0,3.80457143467023,77509362804.14948,140945031.12815773,17514337.13282045,29161.93200301,6197378.368015784,145039711,-2.0731016177174313,-2.876402495609593,-1.475199350346634,1.166922172701863,5162160199.645888,59455924094.6892,108705104.26286645,291174.33991127,0,1520149.61890572,17508542.32699504,6197378.368015784,322797,0.08795183546937468,1825.0,44354.87946682,41505.40220949,32011.40926034,635134,150621353.71157137,42201068.2451955,0.01637459,22.53753118,0.23709478076647458,993422.678082192,1847.53753118,719367.97609419,0.5667572417641278,0.8125565184869482,0.7745820157566562,0.7845337445423093,60.13078739,2442846867.7750297,55.605221836234286,515086218.93109447,988776742.7328107,3846.191304157896,5814661935891.79,60456222880.97671,56.6656953542825,76533.48394707576,6.98195187068033e-05,49.826001883151186,146,1.13262394407194,607365
2019-01-30,3403.94151509493,3491.84753170482,3375.4168955399746,3448.2442453889416,474623930.64219,2.292e-05,91795530.81880201,1700.0,3.54364027871501,77427876958.9048,135399880.48305485,17516037.44996542,26701.07949527,5844422.972472238,148815534,-2.4309435862510007,-2.8685922869371723,-1.417177519290236,1.1696226668840979,5226162694.912788,60198389711.43856,91748926.68690105,415494.16360911,0,1520163.17491024,17510242.32699504,5844422.972472238,326328,0.07879657325239041,1700.0,39370.96457268,39384.5205772,26687.52349075,660341,135353276.35115388,39310584.1188122,0.01561906,21.71721508,0.2287928830748284,1094231.86764706,1721.71721508,843392.58343009,0.5615042129208181,0.8126295762799854,0.7736185045319147,0.7845293261114393,42.14317278,2899495876.1244273,53.6967018073072,474623930.64219,1428425667.485424,4390.90693463592,5814661935891.79,60414946830.109024,56.80658601043953,74661.52394804265,6.65502656223186e-05,50.5052543037633,136,1.2772076600273,622377
2019-01-31,3449.5357287525158,3507.267397781659,3399.2350733739736,3421.380641949495,422247635.03267103,2.57e-05,116428002.44738775,1937.5,4.03826083894976,77382408468.19875,165716160.49424958,17517975.40008083,34141.79144894,6607130.0060271835,157583057,-1.7727577732135213,-2.9334622285488683,-1.308272623018098,1.1763617324177906,5195261500.279025,59718838093.358894,105123006.43003824,305491.43761745,0,1523478.29505524,17512179.82699504,6607130.0060271835,355308,0.08764038253156058,1937.5,45280.11873553,48595.23888053,30826.67130394,679939,154411164.47690007,44802503.9589404,0.01721889,30.63013691,0.2939781774675191,1016664.88387097,1968.13013691,764905.94142679,0.5456611905783523,0.8123385427499761,0.7674082626323733,0.784407330490488,57.32461755,2608429934.136472,58.71868118166782,422247635.03267103,1041766009.840844,3836.2705097611383,5814661935891.79,60830411548.17169,56.088839172663604,104452.79827962929,8.62072818793835e-05,50.44016244127922,155,1.12496259433095,632855
2019-02-01,3437.2130168824597,3492.0776157914515,3380.8538350810945,3444.344022377771,476353947.48407525,2.463e-05,101444969.95216389,1975.0,4.11595653413373,77341042686.40735,141822484.4455816,17519950.73445762,29446.58949892,6803973.535300989,160340197,-2.789395374452444,-2.907738203916377,-1.3140354905281866,1.1769053794595559,5241445043.327185,60337137182.804214,108458661.39020681,358389.4400993,0,1521442.41991283,17514154.82699504,6803973.535300989,336300,0.0848515788225131,1975.0,43202.90868932,41167.03354691,31482.46464133,677883,148836175.88362452,45669649.1968553,0.01486467,31.3733019,0.32138742283691574,1014811.37341772,2006.3733019,894013.77694228,0.5177051621956995,0.8126256541483095,0.7673374316441324,0.7844097682796779,48.86905937,3079922065.06823,51.209529767586105,476353947.48407525,1234669501.6541653,4543.441958373682,5814661935891.79,60455633075.056694,56.65747187818665,108082.5903000548,9.32896280107047e-05,50.80231293961596,158,1.31883197681942,654356
2019-02-02,3444.966453648191,3524.9124359756497,3418.215760168806,3483.93308596372,336265050.2509458,1.62e-05,48568347.47828514,1800.0,3.75086603322048,77323926758.81451,71036029.7560839,17521751.01856457,14029.24833372,6231483.211455288,142386551,-2.983778812402525,-2.8357927873498294,-1.170709149748508,1.1794533011186734,5251771151.303596,60639099131.68267,63932138.88730477,210721.06441811,0,1517004.49982257,17515954.82699504,6231483.211455288,326634,0.056083348903097595,1800.0,24957.08851647,20519.16842621,18467.16842398,616757,86399821.16510354,41622971.4199188,0.014973,18.97403435,0.2011023832070298,988795.493055556,1818.97403435,570270.52169178,0.5145931399518671,0.8132499731954304,0.7600063951804396,0.784420207963007,83.12389118,1974239545.5056531,51.83555451395557,336265050.2509458,729502652.9008003,3201.0006299168926,5814661935891.79,60946883157.64581,56.67639296679193,65686.87583644497,5.80895875812071e-05,51.186245959166236,144,0.924627562705863,560738
